t, c	M(t), рад	E(t), рад	Theta(t), рад	
0	0		0		0
38480	5.59669	4.95993	4.19945
38481	5.59683	4.9601	4.19961
38482	5.59698	4.96027	4.19977
38483	5.59713	4.96045	4.19992
38484	5.59727	4.96062	4.20008
38485	5.59742	4.96079	4.20023
38486	5.59756	4.96097	4.20039
38487	5.59771	4.96114	4.20055
38488	5.59785	4.96131	4.2007
38489	5.598	4.96149	4.20086
38490	5.59814	4.96166	4.20101
38491	5.59829	4.96183	4.20117
38492	5.59843	4.96201	4.20133
38493	5.59858	4.96218	4.20148
38494	5.59873	4.96236	4.20164
38495	5.59887	4.96253	4.2018
38496	5.59902	4.9627	4.20195
38497	5.59916	4.96288	4.20211
38498	5.59931	4.96305	4.20227
38499	5.59945	4.96322	4.20242
38500	5.5996	4.9634	4.20258
38501	5.59974	4.96357	4.20274
38502	5.59989	4.96375	4.20289
38503	5.60003	4.96392	4.20305
38504	5.60018	4.96409	4.20321
38505	5.60033	4.96427	4.20336
38506	5.60047	4.96444	4.20352
38507	5.60062	4.96461	4.20368
38508	5.60076	4.96479	4.20383
38509	5.60091	4.96496	4.20399
38510	5.60105	4.96514	4.20415
38511	5.6012	4.96531	4.2043
38512	5.60134	4.96548	4.20446
38513	5.60149	4.96566	4.20462
38514	5.60163	4.96583	4.20478
38515	5.60178	4.96601	4.20493
38516	5.60193	4.96618	4.20509
38517	5.60207	4.96636	4.20525
38518	5.60222	4.96653	4.2054
38519	5.60236	4.9667	4.20556
38520	5.60251	4.96688	4.20572
38521	5.60265	4.96705	4.20588
38522	5.6028	4.96723	4.20603
38523	5.60294	4.9674	4.20619
38524	5.60309	4.96758	4.20635
38525	5.60323	4.96775	4.20651
38526	5.60338	4.96792	4.20666
38527	5.60353	4.9681	4.20682
38528	5.60367	4.96827	4.20698
38529	5.60382	4.96845	4.20714
38530	5.60396	4.96862	4.2073
38531	5.60411	4.9688	4.20745
38532	5.60425	4.96897	4.20761
38533	5.6044	4.96915	4.20777
38534	5.60454	4.96932	4.20793
38535	5.60469	4.96949	4.20809
38536	5.60483	4.96967	4.20824
38537	5.60498	4.96984	4.2084
38538	5.60512	4.97002	4.20856
38539	5.60527	4.97019	4.20872
38540	5.60542	4.97037	4.20888
38541	5.60556	4.97054	4.20903
38542	5.60571	4.97072	4.20919
38543	5.60585	4.97089	4.20935
38544	5.606	4.97107	4.20951
38545	5.60614	4.97124	4.20967
38546	5.60629	4.97142	4.20983
38547	5.60643	4.97159	4.20998
38548	5.60658	4.97177	4.21014
38549	5.60672	4.97194	4.2103
38550	5.60687	4.97212	4.21046
38551	5.60702	4.97229	4.21062
38552	5.60716	4.97247	4.21078
38553	5.60731	4.97264	4.21094
38554	5.60745	4.97282	4.2111
38555	5.6076	4.97299	4.21125
38556	5.60774	4.97317	4.21141
38557	5.60789	4.97334	4.21157
38558	5.60803	4.97352	4.21173
38559	5.60818	4.97369	4.21189
38560	5.60832	4.97387	4.21205
38561	5.60847	4.97404	4.21221
38562	5.60862	4.97422	4.21237
38563	5.60876	4.97439	4.21253
38564	5.60891	4.97457	4.21269
38565	5.60905	4.97474	4.21285
38566	5.6092	4.97492	4.21301
38567	5.60934	4.97509	4.21316
38568	5.60949	4.97527	4.21332
38569	5.60963	4.97544	4.21348
38570	5.60978	4.97562	4.21364
38571	5.60992	4.9758	4.2138
38572	5.61007	4.97597	4.21396
38573	5.61022	4.97615	4.21412
38574	5.61036	4.97632	4.21428
38575	5.61051	4.9765	4.21444
38576	5.61065	4.97667	4.2146
38577	5.6108	4.97685	4.21476
38578	5.61094	4.97702	4.21492
38579	5.61109	4.9772	4.21508
38580	5.61123	4.97738	4.21524
38581	5.61138	4.97755	4.2154
38582	5.61152	4.97773	4.21556
38583	5.61167	4.9779	4.21572
38584	5.61182	4.97808	4.21588
38585	5.61196	4.97825	4.21604
38586	5.61211	4.97843	4.2162
38587	5.61225	4.97861	4.21636
38588	5.6124	4.97878	4.21652
38589	5.61254	4.97896	4.21668
38590	5.61269	4.97913	4.21684
38591	5.61283	4.97931	4.217
38592	5.61298	4.97949	4.21716
38593	5.61312	4.97966	4.21732
38594	5.61327	4.97984	4.21748
38595	5.61342	4.98001	4.21765
38596	5.61356	4.98019	4.21781
38597	5.61371	4.98037	4.21797
38598	5.61385	4.98054	4.21813
38599	5.614	4.98072	4.21829
38600	5.61414	4.98089	4.21845
38601	5.61429	4.98107	4.21861
38602	5.61443	4.98125	4.21877
38603	5.61458	4.98142	4.21893
38604	5.61472	4.9816	4.21909
38605	5.61487	4.98177	4.21925
38606	5.61502	4.98195	4.21941
38607	5.61516	4.98213	4.21958
38608	5.61531	4.9823	4.21974
38609	5.61545	4.98248	4.2199
38610	5.6156	4.98266	4.22006
38611	5.61574	4.98283	4.22022
38612	5.61589	4.98301	4.22038
38613	5.61603	4.98319	4.22054
38614	5.61618	4.98336	4.22071
38615	5.61632	4.98354	4.22087
38616	5.61647	4.98371	4.22103
38617	5.61661	4.98389	4.22119
38618	5.61676	4.98407	4.22135
38619	5.61691	4.98424	4.22151
38620	5.61705	4.98442	4.22167
38621	5.6172	4.9846	4.22184
38622	5.61734	4.98477	4.222
38623	5.61749	4.98495	4.22216
38624	5.61763	4.98513	4.22232
38625	5.61778	4.9853	4.22248
38626	5.61792	4.98548	4.22265
38627	5.61807	4.98566	4.22281
38628	5.61821	4.98583	4.22297
38629	5.61836	4.98601	4.22313
38630	5.61851	4.98619	4.22329
38631	5.61865	4.98636	4.22346
38632	5.6188	4.98654	4.22362
38633	5.61894	4.98672	4.22378
38634	5.61909	4.9869	4.22394
38635	5.61923	4.98707	4.22411
38636	5.61938	4.98725	4.22427
38637	5.61952	4.98743	4.22443
38638	5.61967	4.9876	4.22459
38639	5.61981	4.98778	4.22476
38640	5.61996	4.98796	4.22492
38641	5.62011	4.98813	4.22508
38642	5.62025	4.98831	4.22524
38643	5.6204	4.98849	4.22541
38644	5.62054	4.98867	4.22557
38645	5.62069	4.98884	4.22573
38646	5.62083	4.98902	4.22589
38647	5.62098	4.9892	4.22606
38648	5.62112	4.98938	4.22622
38649	5.62127	4.98955	4.22638
38650	5.62141	4.98973	4.22655
38651	5.62156	4.98991	4.22671
38652	5.62171	4.99008	4.22687
38653	5.62185	4.99026	4.22704
38654	5.622	4.99044	4.2272
38655	5.62214	4.99062	4.22736
38656	5.62229	4.99079	4.22753
38657	5.62243	4.99097	4.22769
38658	5.62258	4.99115	4.22785
38659	5.62272	4.99133	4.22802
38660	5.62287	4.9915	4.22818
38661	5.62301	4.99168	4.22834
38662	5.62316	4.99186	4.22851
38663	5.62331	4.99204	4.22867
38664	5.62345	4.99221	4.22883
38665	5.6236	4.99239	4.229
38666	5.62374	4.99257	4.22916
38667	5.62389	4.99275	4.22932
38668	5.62403	4.99293	4.22949
38669	5.62418	4.9931	4.22965
38670	5.62432	4.99328	4.22982
38671	5.62447	4.99346	4.22998
38672	5.62461	4.99364	4.23014
38673	5.62476	4.99382	4.23031
38674	5.62491	4.99399	4.23047
38675	5.62505	4.99417	4.23064
38676	5.6252	4.99435	4.2308
38677	5.62534	4.99453	4.23096
38678	5.62549	4.9947	4.23113
38679	5.62563	4.99488	4.23129
38680	5.62578	4.99506	4.23146
38681	5.62592	4.99524	4.23162
38682	5.62607	4.99542	4.23179
38683	5.62621	4.9956	4.23195
38684	5.62636	4.99577	4.23212
38685	5.62651	4.99595	4.23228
38686	5.62665	4.99613	4.23244
38687	5.6268	4.99631	4.23261
38688	5.62694	4.99649	4.23277
38689	5.62709	4.99666	4.23294
38690	5.62723	4.99684	4.2331
38691	5.62738	4.99702	4.23327
38692	5.62752	4.9972	4.23343
38693	5.62767	4.99738	4.2336
38694	5.62781	4.99756	4.23376
38695	5.62796	4.99773	4.23393
38696	5.62811	4.99791	4.23409
38697	5.62825	4.99809	4.23426
38698	5.6284	4.99827	4.23442
38699	5.62854	4.99845	4.23459
38700	5.62869	4.99863	4.23475
38701	5.62883	4.99881	4.23492
38702	5.62898	4.99898	4.23509
38703	5.62912	4.99916	4.23525
38704	5.62927	4.99934	4.23542
38705	5.62941	4.99952	4.23558
38706	5.62956	4.9997	4.23575
38707	5.6297	4.99988	4.23591
38708	5.62985	5.00006	4.23608
38709	5.63	5.00024	4.23624
38710	5.63014	5.00041	4.23641
38711	5.63029	5.00059	4.23658
38712	5.63043	5.00077	4.23674
38713	5.63058	5.00095	4.23691
38714	5.63072	5.00113	4.23707
38715	5.63087	5.00131	4.23724
38716	5.63101	5.00149	4.2374
38717	5.63116	5.00167	4.23757
38718	5.6313	5.00185	4.23774
38719	5.63145	5.00202	4.2379
38720	5.6316	5.0022	4.23807
38721	5.63174	5.00238	4.23824
38722	5.63189	5.00256	4.2384
38723	5.63203	5.00274	4.23857
38724	5.63218	5.00292	4.23873
38725	5.63232	5.0031	4.2389
38726	5.63247	5.00328	4.23907
38727	5.63261	5.00346	4.23923
38728	5.63276	5.00364	4.2394
38729	5.6329	5.00382	4.23957
38730	5.63305	5.00399	4.23973
38731	5.6332	5.00417	4.2399
38732	5.63334	5.00435	4.24007
38733	5.63349	5.00453	4.24023
38734	5.63363	5.00471	4.2404
38735	5.63378	5.00489	4.24057
38736	5.63392	5.00507	4.24073
38737	5.63407	5.00525	4.2409
38738	5.63421	5.00543	4.24107
38739	5.63436	5.00561	4.24124
38740	5.6345	5.00579	4.2414
38741	5.63465	5.00597	4.24157
38742	5.6348	5.00615	4.24174
38743	5.63494	5.00633	4.2419
38744	5.63509	5.00651	4.24207
38745	5.63523	5.00669	4.24224
38746	5.63538	5.00687	4.24241
38747	5.63552	5.00705	4.24257
38748	5.63567	5.00723	4.24274
38749	5.63581	5.00741	4.24291
38750	5.63596	5.00759	4.24308
38751	5.6361	5.00777	4.24324
38752	5.63625	5.00795	4.24341
38753	5.6364	5.00813	4.24358
38754	5.63654	5.00831	4.24375
38755	5.63669	5.00849	4.24392
38756	5.63683	5.00867	4.24408
38757	5.63698	5.00885	4.24425
38758	5.63712	5.00903	4.24442
38759	5.63727	5.00921	4.24459
38760	5.63741	5.00939	4.24476
38761	5.63756	5.00957	4.24492
38762	5.6377	5.00975	4.24509
38763	5.63785	5.00993	4.24526
38764	5.638	5.01011	4.24543
38765	5.63814	5.01029	4.2456
38766	5.63829	5.01047	4.24576
38767	5.63843	5.01065	4.24593
38768	5.63858	5.01083	4.2461
38769	5.63872	5.01101	4.24627
38770	5.63887	5.01119	4.24644
38771	5.63901	5.01137	4.24661
38772	5.63916	5.01155	4.24678
38773	5.6393	5.01173	4.24694
38774	5.63945	5.01191	4.24711
38775	5.6396	5.01209	4.24728
38776	5.63974	5.01227	4.24745
38777	5.63989	5.01245	4.24762
38778	5.64003	5.01263	4.24779
38779	5.64018	5.01281	4.24796
38780	5.64032	5.01299	4.24813
38781	5.64047	5.01317	4.2483
38782	5.64061	5.01335	4.24846
38783	5.64076	5.01353	4.24863
38784	5.6409	5.01371	4.2488
38785	5.64105	5.01389	4.24897
38786	5.6412	5.01407	4.24914
38787	5.64134	5.01426	4.24931
38788	5.64149	5.01444	4.24948
38789	5.64163	5.01462	4.24965
38790	5.64178	5.0148	4.24982
38791	5.64192	5.01498	4.24999
38792	5.64207	5.01516	4.25016
38793	5.64221	5.01534	4.25033
38794	5.64236	5.01552	4.2505
38795	5.6425	5.0157	4.25067
38796	5.64265	5.01588	4.25084
38797	5.64279	5.01606	4.25101
38798	5.64294	5.01625	4.25118
38799	5.64309	5.01643	4.25135
38800	5.64323	5.01661	4.25152
38801	5.64338	5.01679	4.25169
38802	5.64352	5.01697	4.25186
38803	5.64367	5.01715	4.25203
38804	5.64381	5.01733	4.2522
38805	5.64396	5.01751	4.25237
38806	5.6441	5.01769	4.25254
38807	5.64425	5.01788	4.25271
38808	5.64439	5.01806	4.25288
38809	5.64454	5.01824	4.25305
38810	5.64469	5.01842	4.25322
38811	5.64483	5.0186	4.25339
38812	5.64498	5.01878	4.25356
38813	5.64512	5.01896	4.25373
38814	5.64527	5.01914	4.2539
38815	5.64541	5.01933	4.25407
38816	5.64556	5.01951	4.25424
38817	5.6457	5.01969	4.25441
38818	5.64585	5.01987	4.25458
38819	5.64599	5.02005	4.25475
38820	5.64614	5.02023	4.25493
38821	5.64629	5.02042	4.2551
38822	5.64643	5.0206	4.25527
38823	5.64658	5.02078	4.25544
38824	5.64672	5.02096	4.25561
38825	5.64687	5.02114	4.25578
38826	5.64701	5.02132	4.25595
38827	5.64716	5.02151	4.25612
38828	5.6473	5.02169	4.25629
38829	5.64745	5.02187	4.25647
38830	5.64759	5.02205	4.25664
38831	5.64774	5.02223	4.25681
38832	5.64789	5.02241	4.25698
38833	5.64803	5.0226	4.25715
38834	5.64818	5.02278	4.25732
38835	5.64832	5.02296	4.2575
38836	5.64847	5.02314	4.25767
38837	5.64861	5.02332	4.25784
38838	5.64876	5.02351	4.25801
38839	5.6489	5.02369	4.25818
38840	5.64905	5.02387	4.25835
38841	5.64919	5.02405	4.25853
38842	5.64934	5.02423	4.2587
38843	5.64949	5.02442	4.25887
38844	5.64963	5.0246	4.25904
38845	5.64978	5.02478	4.25921
38846	5.64992	5.02496	4.25939
38847	5.65007	5.02515	4.25956
38848	5.65021	5.02533	4.25973
38849	5.65036	5.02551	4.2599
38850	5.6505	5.02569	4.26008
38851	5.65065	5.02588	4.26025
38852	5.65079	5.02606	4.26042
38853	5.65094	5.02624	4.26059
38854	5.65109	5.02642	4.26077
38855	5.65123	5.02661	4.26094
38856	5.65138	5.02679	4.26111
38857	5.65152	5.02697	4.26128
38858	5.65167	5.02715	4.26146
38859	5.65181	5.02734	4.26163
38860	5.65196	5.02752	4.2618
38861	5.6521	5.0277	4.26198
38862	5.65225	5.02788	4.26215
38863	5.65239	5.02807	4.26232
38864	5.65254	5.02825	4.26249
38865	5.65269	5.02843	4.26267
38866	5.65283	5.02861	4.26284
38867	5.65298	5.0288	4.26301
38868	5.65312	5.02898	4.26319
38869	5.65327	5.02916	4.26336
38870	5.65341	5.02935	4.26353
38871	5.65356	5.02953	4.26371
38872	5.6537	5.02971	4.26388
38873	5.65385	5.02989	4.26405
38874	5.65399	5.03008	4.26423
38875	5.65414	5.03026	4.2644
38876	5.65429	5.03044	4.26458
38877	5.65443	5.03063	4.26475
38878	5.65458	5.03081	4.26492
38879	5.65472	5.03099	4.2651
38880	5.65487	5.03118	4.26527
38881	5.65501	5.03136	4.26544
38882	5.65516	5.03154	4.26562
38883	5.6553	5.03172	4.26579
38884	5.65545	5.03191	4.26597
38885	5.65559	5.03209	4.26614
38886	5.65574	5.03227	4.26631
38887	5.65588	5.03246	4.26649
38888	5.65603	5.03264	4.26666
38889	5.65618	5.03282	4.26684
38890	5.65632	5.03301	4.26701
38891	5.65647	5.03319	4.26719
38892	5.65661	5.03338	4.26736
38893	5.65676	5.03356	4.26754
38894	5.6569	5.03374	4.26771
38895	5.65705	5.03393	4.26788
38896	5.65719	5.03411	4.26806
38897	5.65734	5.03429	4.26823
38898	5.65748	5.03448	4.26841
38899	5.65763	5.03466	4.26858
38900	5.65778	5.03484	4.26876
38901	5.65792	5.03503	4.26893
38902	5.65807	5.03521	4.26911
38903	5.65821	5.03539	4.26928
38904	5.65836	5.03558	4.26946
38905	5.6585	5.03576	4.26963
38906	5.65865	5.03595	4.26981
38907	5.65879	5.03613	4.26998
38908	5.65894	5.03631	4.27016
38909	5.65908	5.0365	4.27033
38910	5.65923	5.03668	4.27051
38911	5.65938	5.03687	4.27069
38912	5.65952	5.03705	4.27086
38913	5.65967	5.03723	4.27104
38914	5.65981	5.03742	4.27121
38915	5.65996	5.0376	4.27139
38916	5.6601	5.03779	4.27156
38917	5.66025	5.03797	4.27174
38918	5.66039	5.03815	4.27192
38919	5.66054	5.03834	4.27209
38920	5.66068	5.03852	4.27227
38921	5.66083	5.03871	4.27244
38922	5.66098	5.03889	4.27262
38923	5.66112	5.03908	4.27279
38924	5.66127	5.03926	4.27297
38925	5.66141	5.03944	4.27315
38926	5.66156	5.03963	4.27332
38927	5.6617	5.03981	4.2735
38928	5.66185	5.04	4.27368
38929	5.66199	5.04018	4.27385
38930	5.66214	5.04037	4.27403
38931	5.66228	5.04055	4.27421
38932	5.66243	5.04073	4.27438
38933	5.66258	5.04092	4.27456
38934	5.66272	5.0411	4.27473
38935	5.66287	5.04129	4.27491
38936	5.66301	5.04147	4.27509
38937	5.66316	5.04166	4.27526
38938	5.6633	5.04184	4.27544
38939	5.66345	5.04203	4.27562
38940	5.66359	5.04221	4.2758
38941	5.66374	5.0424	4.27597
38942	5.66388	5.04258	4.27615
38943	5.66403	5.04277	4.27633
38944	5.66418	5.04295	4.2765
38945	5.66432	5.04314	4.27668
38946	5.66447	5.04332	4.27686
38947	5.66461	5.04351	4.27704
38948	5.66476	5.04369	4.27721
38949	5.6649	5.04388	4.27739
38950	5.66505	5.04406	4.27757
38951	5.66519	5.04425	4.27775
38952	5.66534	5.04443	4.27792
38953	5.66548	5.04462	4.2781
38954	5.66563	5.0448	4.27828
38955	5.66578	5.04499	4.27846
38956	5.66592	5.04517	4.27863
38957	5.66607	5.04536	4.27881
38958	5.66621	5.04554	4.27899
38959	5.66636	5.04573	4.27917
38960	5.6665	5.04591	4.27934
38961	5.66665	5.0461	4.27952
38962	5.66679	5.04628	4.2797
38963	5.66694	5.04647	4.27988
38964	5.66708	5.04665	4.28006
38965	5.66723	5.04684	4.28024
38966	5.66737	5.04702	4.28041
38967	5.66752	5.04721	4.28059
38968	5.66767	5.0474	4.28077
38969	5.66781	5.04758	4.28095
38970	5.66796	5.04777	4.28113
38971	5.6681	5.04795	4.28131
38972	5.66825	5.04814	4.28148
38973	5.66839	5.04832	4.28166
38974	5.66854	5.04851	4.28184
38975	5.66868	5.04869	4.28202
38976	5.66883	5.04888	4.2822
38977	5.66897	5.04907	4.28238
38978	5.66912	5.04925	4.28256
38979	5.66927	5.04944	4.28274
38980	5.66941	5.04962	4.28292
38981	5.66956	5.04981	4.28309
38982	5.6697	5.04999	4.28327
38983	5.66985	5.05018	4.28345
38984	5.66999	5.05037	4.28363
38985	5.67014	5.05055	4.28381
38986	5.67028	5.05074	4.28399
38987	5.67043	5.05092	4.28417
38988	5.67057	5.05111	4.28435
38989	5.67072	5.0513	4.28453
38990	5.67087	5.05148	4.28471
38991	5.67101	5.05167	4.28489
38992	5.67116	5.05185	4.28507
38993	5.6713	5.05204	4.28525
38994	5.67145	5.05223	4.28543
38995	5.67159	5.05241	4.28561
38996	5.67174	5.0526	4.28579
38997	5.67188	5.05279	4.28597
38998	5.67203	5.05297	4.28615
38999	5.67217	5.05316	4.28633
39000	5.67232	5.05335	4.28651
39001	5.67247	5.05353	4.28669
39002	5.67261	5.05372	4.28687
39003	5.67276	5.0539	4.28705
39004	5.6729	5.05409	4.28723
39005	5.67305	5.05428	4.28741
39006	5.67319	5.05446	4.28759
39007	5.67334	5.05465	4.28777
39008	5.67348	5.05484	4.28795
39009	5.67363	5.05502	4.28813
39010	5.67377	5.05521	4.28831
39011	5.67392	5.0554	4.28849
39012	5.67407	5.05558	4.28867
39013	5.67421	5.05577	4.28885
39014	5.67436	5.05596	4.28903
39015	5.6745	5.05614	4.28921
39016	5.67465	5.05633	4.28939
39017	5.67479	5.05652	4.28958
39018	5.67494	5.0567	4.28976
39019	5.67508	5.05689	4.28994
39020	5.67523	5.05708	4.29012
39021	5.67537	5.05727	4.2903
39022	5.67552	5.05745	4.29048
39023	5.67567	5.05764	4.29066
39024	5.67581	5.05783	4.29084
39025	5.67596	5.05801	4.29103
39026	5.6761	5.0582	4.29121
39027	5.67625	5.05839	4.29139
39028	5.67639	5.05857	4.29157
39029	5.67654	5.05876	4.29175
39030	5.67668	5.05895	4.29193
39031	5.67683	5.05914	4.29212
39032	5.67697	5.05932	4.2923
39033	5.67712	5.05951	4.29248
39034	5.67727	5.0597	4.29266
39035	5.67741	5.05989	4.29284
39036	5.67756	5.06007	4.29302
39037	5.6777	5.06026	4.29321
39038	5.67785	5.06045	4.29339
39039	5.67799	5.06063	4.29357
39040	5.67814	5.06082	4.29375
39041	5.67828	5.06101	4.29394
39042	5.67843	5.0612	4.29412
39043	5.67857	5.06138	4.2943
39044	5.67872	5.06157	4.29448
39045	5.67887	5.06176	4.29467
39046	5.67901	5.06195	4.29485
39047	5.67916	5.06214	4.29503
39048	5.6793	5.06232	4.29521
39049	5.67945	5.06251	4.2954
39050	5.67959	5.0627	4.29558
39051	5.67974	5.06289	4.29576
39052	5.67988	5.06307	4.29594
39053	5.68003	5.06326	4.29613
39054	5.68017	5.06345	4.29631
39055	5.68032	5.06364	4.29649
39056	5.68046	5.06383	4.29668
39057	5.68061	5.06401	4.29686
39058	5.68076	5.0642	4.29704
39059	5.6809	5.06439	4.29723
39060	5.68105	5.06458	4.29741
39061	5.68119	5.06477	4.29759
39062	5.68134	5.06495	4.29778
39063	5.68148	5.06514	4.29796
39064	5.68163	5.06533	4.29814
39065	5.68177	5.06552	4.29833
39066	5.68192	5.06571	4.29851
39067	5.68206	5.06589	4.29869
39068	5.68221	5.06608	4.29888
39069	5.68236	5.06627	4.29906
39070	5.6825	5.06646	4.29925
39071	5.68265	5.06665	4.29943
39072	5.68279	5.06684	4.29961
39073	5.68294	5.06702	4.2998
39074	5.68308	5.06721	4.29998
39075	5.68323	5.0674	4.30017
39076	5.68337	5.06759	4.30035
39077	5.68352	5.06778	4.30053
39078	5.68366	5.06797	4.30072
39079	5.68381	5.06816	4.3009
39080	5.68396	5.06834	4.30109
39081	5.6841	5.06853	4.30127
39082	5.68425	5.06872	4.30146
39083	5.68439	5.06891	4.30164
39084	5.68454	5.0691	4.30183
39085	5.68468	5.06929	4.30201
39086	5.68483	5.06948	4.30219
39087	5.68497	5.06967	4.30238
39088	5.68512	5.06985	4.30256
39089	5.68526	5.07004	4.30275
39090	5.68541	5.07023	4.30293
39091	5.68556	5.07042	4.30312
39092	5.6857	5.07061	4.3033
39093	5.68585	5.0708	4.30349
39094	5.68599	5.07099	4.30367
39095	5.68614	5.07118	4.30386
39096	5.68628	5.07137	4.30405
39097	5.68643	5.07155	4.30423
39098	5.68657	5.07174	4.30442
39099	5.68672	5.07193	4.3046
39100	5.68686	5.07212	4.30479
39101	5.68701	5.07231	4.30497
39102	5.68716	5.0725	4.30516
39103	5.6873	5.07269	4.30534
39104	5.68745	5.07288	4.30553
39105	5.68759	5.07307	4.30572
39106	5.68774	5.07326	4.3059
39107	5.68788	5.07345	4.30609
39108	5.68803	5.07364	4.30627
39109	5.68817	5.07383	4.30646
39110	5.68832	5.07402	4.30665
39111	5.68846	5.0742	4.30683
39112	5.68861	5.07439	4.30702
39113	5.68876	5.07458	4.3072
39114	5.6889	5.07477	4.30739
39115	5.68905	5.07496	4.30758
39116	5.68919	5.07515	4.30776
39117	5.68934	5.07534	4.30795
39118	5.68948	5.07553	4.30814
39119	5.68963	5.07572	4.30832
39120	5.68977	5.07591	4.30851
39121	5.68992	5.0761	4.3087
39122	5.69006	5.07629	4.30888
39123	5.69021	5.07648	4.30907
39124	5.69036	5.07667	4.30926
39125	5.6905	5.07686	4.30944
39126	5.69065	5.07705	4.30963
39127	5.69079	5.07724	4.30982
39128	5.69094	5.07743	4.31
39129	5.69108	5.07762	4.31019
39130	5.69123	5.07781	4.31038
39131	5.69137	5.078	4.31057
39132	5.69152	5.07819	4.31075
39133	5.69166	5.07838	4.31094
39134	5.69181	5.07857	4.31113
39135	5.69196	5.07876	4.31132
39136	5.6921	5.07895	4.3115
39137	5.69225	5.07914	4.31169
39138	5.69239	5.07933	4.31188
39139	5.69254	5.07952	4.31207
39140	5.69268	5.07971	4.31225
39141	5.69283	5.0799	4.31244
39142	5.69297	5.08009	4.31263
39143	5.69312	5.08028	4.31282
39144	5.69326	5.08047	4.31301
39145	5.69341	5.08066	4.31319
39146	5.69355	5.08086	4.31338
39147	5.6937	5.08105	4.31357
39148	5.69385	5.08124	4.31376
39149	5.69399	5.08143	4.31395
39150	5.69414	5.08162	4.31414
39151	5.69428	5.08181	4.31432
39152	5.69443	5.082	4.31451
39153	5.69457	5.08219	4.3147
39154	5.69472	5.08238	4.31489
39155	5.69486	5.08257	4.31508
39156	5.69501	5.08276	4.31527
39157	5.69515	5.08295	4.31546
39158	5.6953	5.08314	4.31564
39159	5.69545	5.08333	4.31583
39160	5.69559	5.08353	4.31602
39161	5.69574	5.08372	4.31621
39162	5.69588	5.08391	4.3164
39163	5.69603	5.0841	4.31659
39164	5.69617	5.08429	4.31678
39165	5.69632	5.08448	4.31697
39166	5.69646	5.08467	4.31716
39167	5.69661	5.08486	4.31735
39168	5.69675	5.08505	4.31754
39169	5.6969	5.08524	4.31773
39170	5.69705	5.08544	4.31792
